pca-1,pca-2,pca-3,pca-4,pca-5,pca-6,pca-7,pca-8,pca-9,pca-10,pca-11,pca-12,pca-13,pca-14,pca-15,pca-16,pca-17,pca-18,pca-19,pca-20,pca-21,pca-22,pca-23,pca-24,pca-25,pca-26,pca-27,pca-28,pca-29,pca-30,pca-31,pca-32,pca-33,pca-34,pca-35,pca-36,pca-37,pca-38,pca-39,pca-40,pca-41,pca-42,pca-43,pca-44,pca-45,pca-46,pca-47,pca-48,pca-49,pca-50,pca-51,pca-52,pca-53,pca-54,pca-55,pca-56,pca-57,pca-58,pca-59,pca-60,pca-61,pca-62,pca-63,pca-64,pca-65,pca-66,pca-67,pca-68,pca-69,pca-70,pca-71,pca-72,pca-73,pca-74,pca-75,pca-76,pca-77,pca-78,pca-79,pca-80,pca-81,pca-82,pca-83,pca-84,CIHigh,CILow,MOS
-196314.9490813164,9595.508776278764,3161.7653853105694,17493.760749667264,-4146.381794016042,-833.4866999157143,10676.259158492712,607.6863165547278,-228.03863891684333,23.856263091519583,23.092905943945137,-14.759624440284618,1.5224821569599067,-8.520771368326294,-9.268633425213851,-18.457040348304997,-20.851065642471237,8.267816866669378,16.42157548453658,5.151106690448996,-21.377881727930472,22.145602425529653,-13.10164937428556,13.355761309820124,-13.352937088274906,0.25162832235087096,-8.516323481114085,-2.1656442310333484,-2.0255930454073106,-0.40748518634639497,3.633965060892154,4.500540719253301,-9.568547964409081,-2.686878248389422,-1.6755940165283427,-4.292750838844,2.7704776776937776,-1.6752842260117926,-3.0490091351931103,-0.16770598647791568,-6.633838144261162,-0.8443963080173389,-0.6302611286016927,0.32878311372227975,1.722358207013519,3.001247701293199,4.443477669430056,2.452944146103488,4.415454011452907,-1.0410892695061262,-0.7661493069904985,-0.424230897673629,-0.3241305422924548,-1.800931276238126,0.6011339480552558,-1.58743826179777,1.309460342919297,0.8965625924621453,-1.876302829987437,4.950701240352422,0.9458565890990234,0.7938946334734788,0.3769337255751074,0.4015529699314592,-0.03967188415787418,-0.8753247533357907,0.9985438948070299,1.0259171491934587,-0.12107166167484265,-1.60848575662219,0.04172735713001793,-0.4401322040759281,0.7874661131003485,-0.9296034219682885,0.16757314841003526,0.619143850336895,0.3711708367074764,0.36322491429508774,0.3942796961818595,0.5212612431569844,-0.03851942422164975,1.1076137472183087,1.350263220738697,-0.28916011380015455,3.319639376,2.7838089,3.051724138
-77623.80415645451,8546.810450910185,-33746.92790297067,-6352.8893270754115,1261.9460299495156,-3683.5859688268924,-4941.795449210747,-626.3483863374257,-129.85301687181538,16.036685767161966,10.65538924039866,-0.47773421453367176,8.084660187212716,-8.079761748503286,10.607114825064496,-2.6670628413165387,6.907496368058906,-0.43553075594085167,-2.166797587429656,2.5091494263518466,-2.426054447789664,-7.213749743260937,2.7153171364025113,-0.6759531508841066,5.444355631000595,4.159038049735621,0.841980856970214,0.21046384424939724,-1.0729475001109319,-2.536451437851073,-2.9161796830063853,-2.270895800295924,3.1827073549175227,0.6238995594713691,2.4070883976751687,-0.41206521149063685,-1.6709094291521045,1.0365667123832703,-1.2805750345885618,-1.445679587091132,-0.6087537224819889,-0.4601345592803552,1.224512861035964,-2.528774412958063,-0.4002403630083853,1.1250185965743926,-1.18704725925849,-0.8964130915218209,-0.40204937065800395,-0.32005069712074286,0.7467026121593776,-0.7712371261433083,-1.4492969893303582,2.6783808293720033,-0.7342643432638465,-0.6860880390219902,-1.4510753641852325,-0.2638585576093963,-1.1251298052726042,0.47005299372821346,-0.27601174962702096,1.3665643422833273,-0.780912564905553,1.3978055535017682,-0.7109373241144035,-0.02672490760309216,-0.4169634642115305,0.5049293679187266,-0.3438505726215111,0.3271312259820455,-0.1541567323999262,-0.5275918694950281,0.33672279085570406,0.17253485933703547,0.6339823441866711,-0.4277254156012795,-0.04844415797675338,0.05759872009179924,0.20589092328238925,-0.38951434953030634,0.411186351337026,0.36905742368880107,0.04259635269775141,0.13399514256071293,4.24461591,3.686418572,3.965517241
99227.65415197512,-4755.5258272431365,-33862.494215331964,-6835.916160387942,1189.5456986251734,-935.8738712853628,-7030.3016892682635,-609.4672945359227,138.35032380034284,-64.3471589174413,7.553299233989741,-12.157826386947784,11.222043532657327,0.750904096795305,4.788981420556925,-4.0245391737316725,6.100150924603098,-3.5143099996461786,-0.04638809098247875,6.296157633089102,0.8298560013905583,-2.880781140016051,-2.255560010623775,-0.08153543094625251,3.171999186992685,-1.5510131071282707,-3.3547838587564223,-3.3723859834185435,-0.286252908724405,-0.8660663392265667,-1.5813037957794076,-1.8682854590056428,0.6565935652848458,-2.3839753269275117,4.469907795362896,2.993110978717251,-2.6820552845025913,6.044020371691868,-0.7987522078452316,-2.875572534548094,3.0123919814976357,2.2608759869695016,-1.165801273605693,-2.7363676033765296,0.4323870517498996,-0.7810349460011706,1.472441144835431,2.952047114825793,4.277609485070557,-1.1335759383725694,-0.5235204128246682,-0.8337239760206302,3.119158909053279,-0.9232345454793766,1.3031812952953115,0.39142304514560033,0.9903951338361363,-0.39848568500087755,0.3834095071979269,-0.429088945725076,0.38059502168774695,-2.17022639864437,0.5090714035101258,-0.5895610169038427,-2.4979146328865345,0.36816617579192384,2.170091156601714,-0.1982446696356733,-1.0556014141673704,0.14223450324986361,0.722758726186762,-1.7260691919132891,-1.103871956892779,0.3398359582163025,-0.3576140831512615,2.0473522529761796,-1.2902280693329509,0.40219759704468594,-0.7683399394697203,-0.019358652518250356,1.1128095543374068,0.5230755479714534,0.273146685097321,-0.9420707605784597,4.386792309,3.909503987,4.148148148
-154773.63207690258,11063.610520818927,9864.415822993107,25113.803782766707,15831.143868568197,-10034.5466253241,-1975.7628768217771,422.87561400229396,731.2311603859479,-28.11083564176401,-52.56112379746854,31.833444763827497,35.308691643893,-51.51308220552658,-28.137520250311372,-37.960093304284335,35.22915267715935,-43.695798532379364,23.30525506968583,34.946873098532315,-10.63851359681071,-4.19050587861364,-10.369807035561372,18.10239443656285,-0.2710056406701716,-14.38515828696158,20.49525285956976,5.924528953987305,19.022353758534347,26.079769148121933,-5.918692720960171,4.5138290204248515,20.079286653110803,9.56938871961254,-11.326291659008476,10.583540979439764,19.169914722534592,-19.732075061724874,-13.373983965224186,3.254940208312807,-1.2212447541475173,7.117562197408129,-7.439742615496855,-1.0335975458140854,-0.9124346381768288,-1.618358371116857,-1.825543061753126,0.07775151530087451,-3.9017809392544573,5.026025458436949,-5.752383819214534,6.548615581050807,0.7334849222838765,0.027644061051001298,-1.2199423512608807,0.9487939017061117,0.9649195167645696,-1.4542500245249026,0.9611034182418076,-0.27371158961407915,-0.03148570406654916,0.6526081631602746,-1.6784076563623636,1.6619193220474275,-1.3787572352041704,-0.8077946538518158,-0.6538752811454397,0.16234219781513293,0.2937820026894319,-0.7678460053667446,0.5885534242496308,-0.9946910057397147,-0.1328716922514857,-0.5550966607385149,-0.5920903675558439,0.3284100804719229,-0.5196088463390929,0.2356028621580984,-0.02866145904961886,0.27409081299282667,0.04780083871636995,-0.19125115032940024,-0.3466254341604573,-0.001710953421223296,2.303374142,1.770699932,2.037037037
-126571.56289184795,21905.741775529077,1497.075184791679,-18507.148546627683,7891.283239722176,-23158.03715155363,-2067.5690766944863,362.5843055862775,-287.55221199329776,58.0655692586205,-18.71508384476758,-13.325620855985655,-8.60140284232843,3.197722677459381,-13.09692096861006,23.81151475769258,13.073191288160015,-1.6531879456993466,-6.809505828833122,4.890192597775171,36.67326291192695,9.974926170013404,-9.670579136504783,15.690150257103156,-2.6706952396375923,-12.001883335780432,3.724661636012546,-6.715009018367116,-0.04872305672742481,11.516689244989555,-1.3081478191293354,-2.5561389621719184,1.2099530762463049,5.622055651035572,0.327785932147057,10.9660602692867,-1.0696624788555025,-0.4027339263873339,4.995207728331515,-1.6093636498976736,2.8581301607407745,-1.3219877495935142,-8.955300759743881,1.4006384505231844,-1.7698214514590624,4.030563448897774,-0.9266617803387215,-6.981398766537819,3.947971878077313,-4.627085635442857,-1.9620793781362802,-3.78477817978872,-2.1786574585696314,-0.9120731823332946,-1.5327576358057977,1.2552491326616122,-1.0526588182311443,2.4335654216294578,-4.5268371948556325,-0.32114003544720404,-1.2512187380244164,0.06155851666960127,0.4250615274446656,0.9384414375684454,-0.8702717700746876,0.817759712610176,0.2631654516618785,-0.2205888997769905,0.2660229770705327,1.1026118293659046,-0.6732759732029816,0.7852179963852577,-0.28882292642284,-1.3650931220836002,-0.7234063383884276,0.15264158515096096,-1.7814915214090994,-1.5875671328654386,0.10543420837785167,-0.7028872226790489,-0.3145466840057278,0.17907113951159837,0.6408266994663067,0.8621053882931652,3.665622055,3.092998635,3.379310345
-77373.06945264217,-51259.120322478535,11640.217338242564,4125.327942557421,-974.0574356793627,-303.70657813813045,-6896.1167612095105,321.69489427135534,-32.27103273692484,-41.91985227921523,-13.835733353128187,13.627663988190415,-7.200706839143849,19.15877604858518,-4.956267201482868,-0.81389870583476,-5.982680442952725,1.253726090084406,0.1006479552504978,4.619365038471969,-0.6222540532821135,1.1217970371483776,-0.3210617147053429,2.883039867118191,0.14567919564944606,-6.217461165984422,2.0367303677843607,-4.79864341712976,0.047234869471338786,-0.1584820146250029,3.625911800138306,2.4596491121668933,-0.9856519564018855,1.2648011092815528,-0.4379398462838937,-3.9134831137467505,0.038157606743373526,0.7677136078036954,0.08935962263477906,-1.4964005740150084,-1.630390323771122,4.277357217874251,-1.898202459461407,3.44663038950779,-0.5221867254411349,-0.4827547015891405,4.397177343697288,0.11330587538795127,3.7073262635306765,-0.2552899508162257,0.039719878451105334,-2.369056965695547,-2.8687927541536284,-0.11471286838059187,0.24190890545169802,-0.3402871309220906,-0.07160472158925796,-3.1418691524886992,-2.311511265026615,-1.7964975658025346,-0.3250637729179722,-1.2848937503909066,1.6892343718082932,0.7922228357822232,-0.3478529077345302,0.2976794178274661,-1.1329397499715643,0.10558180739542833,0.012145913888933775,-0.8535214587899074,1.2610646106817986,-0.16729213807567464,-0.1211854030509277,0.05342712182624353,-0.6080404905854494,-0.5668436632523084,-0.8422977947816833,0.5895598344349368,-0.6480057013098145,-0.2327289831737689,-0.3547970367064822,0.7715019780449048,0.5657836218109654,0.972909972064863,2.728559181,2.057155105,2.392857143
634664.4833016027,8022.255790935339,-22450.53590118068,-6087.790261845603,3929.7544717277838,11695.964244109262,24425.389754910502,82.45090960059791,240.03245792817043,-0.5927045882435893,16.80620804000781,-3.8843649977838886,5.85525930866816,-8.481168968389367,17.043743357763823,3.436237837309968,-1.9110688416399646,-2.187943515388627,6.110648626226047,-3.045391848608338,1.2839532777899902,-0.3563446195463575,-9.209164639783204,5.779533688650758,-2.9625042855280013,-1.1651292578140748,-0.8417551512834358,-4.181535797447905,0.3769151139912461,6.028958986578122,1.466564873445892,8.053345610900797,3.6649721443260352,0.2831438546188123,-4.19895210543115,-1.7231462464355805,4.90525151200379,4.1808816042472605,6.416492736225514,0.5837540320227437,4.536004193374699,3.9436571242216436,-0.23374619041322317,2.4087922689537997,-1.0610219263788063,-6.1513293861233285,2.4535235196403202,1.0536037981571327,4.0997041626388615,-1.3615385018193895,4.353759109375407,0.12241508761155243,-0.5515826668523209,-3.091381993759887,1.419255719123589,-0.32529346046326085,-0.525832498832709,-0.899843373918642,0.5862060554876879,1.573907090254516,-1.1771268068604381,-0.5278299337750915,-0.5641734839162252,1.6769196182675514,0.12275660115119208,0.19289851072178654,-1.1134796610634332,-0.7328547763773378,0.681157910931026,-0.9881855940038495,-0.20532104185941405,-0.5972946109783335,0.2586725575183512,0.8429321564909548,-0.8039614050376441,-1.3315946001242274,-0.26976909481812933,0.4023348254901124,0.9314721768504932,1.3833453942670129,-0.7804369984044458,1.045695817710444,-1.2495933804761623,0.679474435360636,2.694792401,1.945207599,2.32
477412.6598567944,17033.314928325384,-5594.913974668192,54905.21795046503,-16895.965544373954,9911.09848935394,11542.630826374843,-170.93054861085304,-45.54395820587965,48.27641643011601,2.8755767158767074,-29.27427130948168,6.049134244221045,-1.203636313357645,8.696875944124036,4.512064627818029,2.8969212693826183,12.599775595759127,-11.982792607480919,-3.991922998212919,20.795239923305456,-9.700938286326199,12.527631081474496,-21.03279025678038,7.883449872544499,-4.946527559875693,11.284410105082236,-9.5240859057138,-1.024439376936256,-1.9064785990006659,-5.660717022532354,3.3806285320502307,-0.8899581440367145,-6.33746132313089,1.1231476199871775,-1.4595347809053927,-1.4540173373248957,-9.055012186568106,6.432325668010997,8.57570677916469,-3.728120442886988,-9.377075212624485,-0.7750733362370891,-2.3952287495695233,-5.005125247166238,-11.162409503634281,-4.430878815566117,3.9463074833726783,1.2047454336347427,-5.317841190876137,-6.777746157233132,-3.1647922666874506,0.9241422127217362,0.5457890260818222,2.046500889040825,2.5589769385465186,1.8538935912001675,1.9988419774994346,2.187326273235329,-0.3630356495209285,2.4221460188281445,2.9152230138392476,-0.9425082304540965,0.32448468823088755,-2.559396513237569,-1.6283290868437086,-2.947231610396736,1.4826850613187295,-1.386700000231733,1.739721114421695,-0.6904361090244837,0.7396527681650544,-1.3462355413573157,-0.037008784473159285,-1.4057909152376906,0.7322011841457194,0.17076033198241528,-0.6986984287196623,-0.27456599399027537,0.2947545041935138,0.38139246863224036,-0.08515518266839066,0.33317941524888917,0.6468056805806971,2.686788331,2.05395241,2.37037037
389190.72284239845,48615.378784341716,-2411.5975295226044,16896.897913123554,-55914.66786103384,-21263.71193275531,1180.8719319166216,540.5816910920396,-381.11892068083284,-52.30876705103625,-26.99961598747467,-30.268814899361164,29.856966934454395,2.788542654373342,-2.138641896036692,2.7312908774412197,-12.19365765407117,-9.48803844005062,-12.722716286501695,22.053809817186234,10.619847657768597,7.8446011557714055,-5.43740997163944,-18.446265496760837,14.501889391910023,-36.50357578168143,28.414635722818186,44.89159007081378,5.838045590394343,5.394159144352498,-12.301805730033283,3.042388153404841,-6.987443258047693,-7.340867430006754,-0.3039107618877451,-11.10786621832122,6.785645392644246,4.729509364947337,-3.987910547581131,-1.4820161556248244,11.17939557953664,19.645819038996816,12.709284463840186,-9.954268921269152,-2.3974543551240544,4.738331933359493,0.45843003583764946,3.407814780694466,0.5401371664562847,-2.2654447572460783,5.529526971268668,-0.5790781084801179,3.4651862961707307,-0.7542165897773102,0.32878900103917097,-1.0553907614131297,-0.9697500107523125,-0.6206500928525583,-0.3242146598678356,0.1995419463944926,-0.4394274119463993,1.4794171283653414,0.2729935433155087,-1.5116959618360823,1.2819664970173028,0.9352747512347745,-0.9018138691514004,-0.10710651497221904,-0.3517301038934339,-0.5603576661752119,-0.5384824626757883,0.5202060399303454,-0.09459945570742874,-0.3151426363459465,0.35543841522157066,0.23693148399700378,-0.3081602940443689,-0.0892040621845683,-0.008473549708500104,-0.5250281121079513,0.2814845730588449,0.0648066101345497,0.22136695659822614,0.3696977051521787,3.95457961,3.30467965,3.62962963
-14347.637429979073,13297.01285794575,2132.1441083389723,-37660.141532212256,-24478.089149886444,20627.028754354335,-7234.001214949823,487.60371421028617,-467.1140196224344,-45.14031427393996,27.38520364906537,-53.18605995967627,-7.813554256114884,0.06378178411205347,-23.224103958811572,19.56570175008177,7.56014659438004,-5.018823667226373,-5.606599979265873,4.331322889110894,11.191225427052258,14.418310579361052,-12.941822510430436,16.807117485019983,-10.461416597621218,-4.926435803872718,-3.7221766678744213,-0.05443654375124245,2.2397597996204492,-4.113674131628307,1.815451587332088,-3.991512876652049,0.6645861809819483,5.321228324661234,-2.6083834142360733,9.53167970926129,2.1701218966577756,5.875639194412972,-0.19336269739038786,5.238706954473678,-3.401881222229477,-1.3926249295336652,-1.0424338326450613,-0.4517702262922429,-1.1239701105705502,2.877030724800838,-1.7661610038306819,-1.3647541457275838,-1.2374681763142934,-1.142188990231606,-4.135969221921238,3.261263868241459,2.5373361201741114,5.212157041686119,-0.2148545282896495,0.9279697647608677,-0.7713517391986338,0.24466684279193615,-0.08356137216359286,0.08994806477632224,-0.2434331972070175,0.8022394396129287,-1.389962281070358,1.8680562658338185,3.8863990933528303,-1.2830691385578235,-1.2738275433841406,-1.5719869365225672,-0.6742009362640284,-0.9573712329254368,2.4253471595435943,2.2026766159505646,-2.198887567460139,-0.4704482433044931,-0.035466021019614845,-1.6385255552315645,-0.5342146215909208,-0.04880711816856612,-0.3622295043969082,-1.2259594955007387,-0.2426045096163018,-0.3482224039678952,-0.35026694853580836,-1.0599591986908836,3.907056989,3.437770597,3.672413793
