fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,CIHigh,CILow,MOS
-162126.59825933375,27921.841200337334,-15479.956809282034,-5045.304908306039,-73.20762136641673,240.60131910048236,-6109.35365085868,522.7156068744127,180.75007203461954,-1.92076083819129,-4.035116311425682,-19.612854483337312,-7.874316817605591,4.63162987584035,2.5877480334126592,-2.4532328252463005,4.795232119932567,-3.484279365063232,0.01998946920712938,-0.9880220135214185,-0.7296899991948944,-2.306304191098006,-2.957102754115716,-1.609746324939189,-2.6276685378814384,-2.7707207855538734,-0.4685570177052949,0.46907122764428066,0.3292498397616897,-0.20874236339304714,1.408152594621064,0.2675115298939555,-0.5385737635060474,-0.5997228167701111,-0.009244796578477626,1.7135207481814838,0.0655342021517919,1.0899035880030248,0.9556159389115366,1.4940679354816568,-0.748480402711162,-1.2376601387531116,0.5959156716860565,0.21283483389535512,-1.8189072661756764,0.660512928802688,-0.5241351352857367,1.1111570575896679,-0.4727311765181824,1.122879376268374,-0.2300906178126426,0.586279611385357,-0.7471379838507797,3.380332715,2.964494871,3.172413793
185503.72194779906,-66690.73377635339,-55513.50537891821,-3833.9116736574183,1253.4162644201215,-17511.583522158307,9740.315514383621,-411.29255613590664,248.724649445948,50.76560280513853,12.5778575701656,-110.28323369637957,0.2714974416137852,-66.17603085441696,-0.2643115169879465,94.24955261113865,17.27328207061621,-49.965887441974395,83.9538660689683,-58.69038149331898,0.4810431443497278,34.46020995259679,-25.906594452295174,-17.931207992052506,36.79865474323012,15.88526817359828,-1.2239223310128868,-14.88559423071046,-4.172662659989243,3.3981437538982355,-3.2806622688044222,-3.868834612698108,7.570991918237183,4.551653750658332,-1.9570735418375078,-3.9046499831585084,-5.403711362488508,-2.628672032322452,1.055159576266432,2.31453867912852,1.3254424962683595,2.171666900101159,-0.7614667207861229,-3.0462562987526436,0.3275291093496985,-2.80123320114446,-2.685484706626955,0.8579770713191534,-1.1839940664917177,-1.8243584976430496,0.5519356020526841,0.29203532872682975,-0.3735376793889896,1.26447695,1.068856384,1.166666667
-126571.56289184802,-21905.74177552888,-1497.0751847916051,18507.14854662773,-7891.283239722314,23158.03715155363,2067.5690766944945,362.5843055862785,287.55221199327934,-58.06556925863769,18.715083844761857,13.325620855991785,-8.60140284233593,3.1977226774403227,-13.09692096861905,23.81151475767496,-13.073191288157028,1.6531879457065364,-6.80950582887324,-4.890192597754498,36.67326291192761,9.974926170014784,9.67057913650618,15.690150257099976,-2.6706952396361756,-12.001883335787255,3.72466163599646,-6.715009018360367,0.04872305665925668,11.516689244987482,-1.3081478191302047,2.5561389621720214,1.209953076257953,5.6220556510315935,0.3277859321512476,-10.966060269294369,-1.0696624788021922,0.4027339261691188,4.99520772832668,-1.6093636499032857,-2.8581301607401275,-1.3219877495901544,8.955300759746619,1.4006384505316167,1.769821451465457,-4.030563448894177,0.9266617803376876,-6.981398766531043,-3.9479718780751605,-4.6270856354524454,-1.9620793781398942,-3.7847781797721782,2.1786574585787077,3.665622055,3.092998635,3.379310345
-140977.37820977555,-32090.96842183057,-5377.403919443678,26187.681426882984,-8561.5911529263,-3142.0630952812203,2875.586031818445,498.46870836153437,-447.09854445762124,-80.43222086298735,1.796876159089217,-9.899178666117827,-35.996199572558574,4.599570856344403,-20.025310514229297,33.65127049202148,-21.00460503178951,14.40075580239676,40.48816597919457,26.80324034341654,48.71488689299628,-17.7791912589769,-24.27475527410872,11.639555375872447,-21.4041958902971,6.1974481754579696,48.36244674720647,3.3118120176406753,14.4520524628557,-15.903392330759177,-11.749827890203154,-11.883894233967874,-22.719903198183825,-17.593106288702046,-5.43174888042002,8.365748666820686,4.885298501775918,-9.93098509406002,-18.002415404748454,5.5860846713352315,10.383092324283174,-4.16532750292639,-5.839376703070491,-4.1023006047199795,-4.946002931516799,3.168219184149299,2.441464593951824,0.7853814555434755,3.2219016800269515,-2.1612393287145624,-6.331422284119956,-2.407216700705787,-2.2313916966269542,1.552327478,1.206293212,1.379310345
10851.304938334324,32573.86198143435,2312.8470919905053,-617.0863973911671,-58.214776795513224,-387.23977422174744,3437.510308411577,-587.5409548578466,37.54386663358797,46.80982885313052,56.85039718249422,-8.351547933013562,-0.9042240576661004,8.367664515874749,-4.412911821520679,1.3267775925169005,-1.6531957999271312,-1.5393029788643624,6.0701407937841045,4.729397057409846,4.69217166282228,2.782523681165016,5.28116022893173,2.6096278464547065,-0.8969135136120805,-5.658624900593573,-0.9218594904858187,-0.9129137165402101,-4.536066510708077,2.2359405323306167,0.5136333296379468,-1.5977093052945006,-2.3660341679872885,0.1373758226942547,-1.691983862412243,-1.7344487279779424,0.7850681329154471,2.1623260992600626,-0.3867573708899675,-2.609614452170052,0.4766858340674817,1.0899126298746409,-0.4370166222878252,0.7936342276792896,1.0352482727223131,0.1658169665109008,-1.5153114846527074,-0.9187009326295589,3.2112042842594737,0.6406439446202662,-0.23290530108264193,-1.120915956414983,2.4632746296640016,4.452997027,3.975574401,4.214285714
-102559.46708534406,3239.487211697401,17240.12791168328,2545.701576044527,-900.2663419016222,2439.497711488367,882.9946881074288,-568.3023886753112,115.8165409637394,-11.456193428609488,53.2841066510184,-15.250999293432555,1.8531806892429477,-1.8224290270831944,7.047653317648199,1.4162836727501154,-5.861716837949036,-2.8745495223929387,2.1214875228180206,6.442822655309699,-2.838747707572431,-7.183371053884999,-0.17553775942576944,-0.784133197882506,1.5501953385189926,1.546103461434874,0.7189574113388844,-0.7399191884916849,-4.674083673064514,-0.3276170574557827,1.7004953025285532,-2.165706892435813,0.2127439854508107,-0.9150515484650951,-0.269322900596771,-0.3007709860054169,-0.4276805665751546,2.3756587458231033,-0.20927985360485124,-2.931642108864444,0.5237505543507815,0.9359916835225411,-1.7471343514961462,0.45547382998980734,2.194755364137124,1.2846897404679105,-0.6427021890037933,-3.680490695832642,2.21352249006747,0.005609997542265342,0.23088612881766798,-0.03444554599876542,1.6635399966215216,3.857237033,3.384142278,3.620689655
234048.40473543815,62878.92683894051,-13983.423873551395,-3807.011172244001,604.8325400255675,-5495.357314085535,1986.8032729219408,-506.81492620522886,-128.04540715325322,-75.83231659772096,-8.696984146334186,-8.356910579213748,-17.27999425345661,2.559429808118099,0.28849635490082026,-14.010271881687803,2.064853010360151,-5.288403746124465,2.188461055654641,-1.5017472186987237,1.346445938847837,-6.424801411470072,-1.1761267962041502,3.8206255662496167,4.404830627095555,-2.9296749713873074,1.2641216597268845,0.3926774823900723,-1.7350555557800695,-0.22809099552600132,-1.4403152483116677,-1.499139465407643,0.8847439729285307,3.2125630894459607,0.9777074862196583,2.8766403379682512,-3.621752764735883,4.361989539447746,-1.111014998471503,0.60903206133723,0.01614705149560943,1.2486478865793962,0.15929319834776076,-1.5195267619776696,-0.8023267290029737,-0.8297530067484432,2.16982906830465,-1.769959866693578,-0.7007143505633763,-2.679689799807419,1.6666745682636304,0.7369128139067246,-0.5025039785787134,4.392735837,3.814160715,4.103448276
519840.3157679627,13560.844450098666,9573.809645648886,2705.991167456267,-2616.5488342048748,-10197.113459985576,-17831.151732469203,-72.02086521728215,-131.79221851245876,-27.667315809834935,-32.721287222131544,16.276635909412835,1.4223700831025798,-10.428743149041738,8.63362811042847,-2.102741763857041,-1.834147705407426,2.127078059807455,2.315407596894309,-1.6888549260022485,3.6088027245261065,1.6306896864735505,5.139480508679486,5.13442130431058,0.5070590746051209,1.3906900292300342,0.01794754527603829,-2.381978569202395,0.054418045843003096,2.4601280618039025,-0.4510758956222533,-0.1632936709598756,1.218892398558501,2.320270181681139,-0.8881172322248977,0.13470521449907924,2.4082883024717394,-0.21625411591701263,-0.44874212101186484,-1.1732717175956622,-1.2947854694534717,0.2574300635178513,0.2882208212883859,-1.0021658621547977,0.6321927215368832,1.151538220656994,-0.23365055713726343,0.2767678399635404,-0.8832319637062422,-1.1261529056632673,-0.5528902736261415,0.1354956271270586,0.35291867628483625,4.581469014,3.989959557,4.285714286
216089.48208071655,23656.942361438727,-20048.952872207177,33869.24849749156,38890.543618748256,23529.52356083859,4136.746243538377,372.5111937519501,-26.86307507569514,-57.65785888347614,38.7709691331589,-7.745288772827737,8.53932197224007,5.786163522945004,-9.033472742053124,-9.76331721954605,32.2803081201997,-1.4166467030600742,9.458900731730845,21.81298746526187,-5.026648381941556,-13.91598779901082,0.6563696559839537,-1.0930789182655172,30.219923518168688,10.972981541414834,-14.39256855731124,-4.25004023265863,14.579297729420855,-5.0655872909343485,-4.28196418343646,1.867267720669774,1.5562925351901589,6.150456151314746,-17.45585362355178,-10.079854677731097,3.3171925231654784,2.19613205287783,-0.07665817186811019,7.7825057301654175,1.5886455602315508,0.487734404189701,-18.02745992198564,11.528982983835638,2.7070943835111057,1.7441311964989852,6.538281674542236,13.116979664749447,-3.3464304064096178,10.85702954501409,-1.7179893303632432,-0.2655803750170686,2.659505631031734,2.986568337,2.293431663,2.64
-13707.49704338061,-58250.55172447373,-20111.226174822707,697.5644623934422,443.3653528790681,-8291.012199421604,10305.11179628354,-537.8525022173276,-54.362018762750516,-149.38401359018314,3.4646592305271313,20.04424249163883,-40.72775998385012,34.03074723217073,-42.101040287580346,-0.4390072878722079,-15.44027972542875,-29.7886629501792,-27.238284691884978,-16.46467855079679,-17.76644092552504,-30.114713073074057,23.629579544546175,-3.97886346506977,12.856124882985046,53.73736629914339,22.45759612151448,-8.389546612899272,-24.933088016807748,3.3020203333657667,44.84407719613726,1.9804216513488722,-15.007407535733682,-13.833353824375669,-16.03187533823642,-10.153060895431214,9.166569159153209,-2.1310994136524486,-2.4863223040173765,7.233407819986124,-11.674688352947381,2.9300477824819877,1.1101033049314215,-5.733219348855857,-2.3188093282856936,2.998652168949671,-6.7404477104045775,1.049605141250258,0.03944129847669908,2.734121432087975,2.235584973824417,-0.8146246305409861,-1.2371511253490945,1.467294188,1.153395467,1.310344828
